date,province,employment_rate,unemployment_rate,participation_rate,employed_thousands,unemployed_thousands,population_thousands,year,month,year_month,period,province_code,baseline_emp_rate,baseline_unemp_rate,emp_rate_vs_baseline,unemp_rate_vs_baseline
2021-12-01,Manitoba,60.06,5.47,43.91,563.4,51.4,1400.0,2021,12,2021-12,Full Recovery,MB,61.17,5.34,-1.1099999999999994,0.1299999999999999
2022-01-01,Manitoba,60.95,5.27,44.37,571.7,49.4,1400.0,2022,1,2022-01,Full Recovery,MB,61.17,5.34,-0.21999999999999886,-0.07000000000000028
2022-02-01,Manitoba,61.37,5.31,44.68,575.6,49.8,1400.0,2022,2,2022-02,Full Recovery,MB,61.17,5.34,0.19999999999999574,-0.03000000000000025
2022-03-01,Manitoba,60.95,5.09,44.24,571.7,47.7,1400.0,2022,3,2022-03,Full Recovery,MB,61.17,5.34,-0.21999999999999886,-0.25
2022-04-01,Manitoba,61.51,5.21,44.7,577.0,48.8,1400.0,2022,4,2022-04,Full Recovery,MB,61.17,5.34,0.3399999999999963,-0.1299999999999999
2022-05-01,Manitoba,61.0,5.2,44.35,572.2,48.8,1400.0,2022,5,2022-05,Full Recovery,MB,61.17,5.34,-0.1700000000000017,-0.13999999999999968
2022-06-01,Manitoba,61.04,5.19,44.37,572.6,48.6,1400.0,2022,6,2022-06,Full Recovery,MB,61.17,5.34,-0.13000000000000256,-0.14999999999999947
2022-07-01,Manitoba,60.89,5.15,44.24,571.1,48.3,1400.0,2022,7,2022-07,Post-Recovery,MB,61.17,5.34,-0.28000000000000114,-0.1899999999999995
2022-08-01,Manitoba,60.99,5.15,44.31,572.1,48.3,1400.0,2022,8,2022-08,Post-Recovery,MB,61.17,5.34,-0.17999999999999972,-0.1899999999999995
2022-09-01,Manitoba,60.86,5.21,44.27,570.8,48.9,1400.0,2022,9,2022-09,Post-Recovery,MB,61.17,5.34,-0.3100000000000023,-0.1299999999999999
2022-10-01,Manitoba,60.95,5.35,44.42,571.7,50.2,1400.0,2022,10,2022-10,Post-Recovery,MB,61.17,5.34,-0.21999999999999886,0.009999999999999787
2022-11-01,Manitoba,60.47,5.31,44.07,567.2,49.8,1400.0,2022,11,2022-11,Post-Recovery,MB,61.17,5.34,-0.7000000000000028,-0.03000000000000025
2022-12-01,Manitoba,61.25,4.99,44.38,574.5,46.8,1400.0,2022,12,2022-12,Post-Recovery,MB,61.17,5.34,0.0799999999999983,-0.34999999999999964
2023-01-01,Manitoba,60.93,5.16,44.28,571.5,48.4,1400.0,2023,1,2023-01,Post-Recovery,MB,61.17,5.34,-0.240000000000002,-0.17999999999999972
2023-02-01,Manitoba,60.72,5.12,44.11,569.5,48.0,1400.0,2023,2,2023-02,Post-Recovery,MB,61.17,5.34,-0.45000000000000284,-0.21999999999999975
2023-03-01,Manitoba,60.78,5.38,44.32,570.1,50.4,1400.0,2023,3,2023-03,Post-Recovery,MB,61.17,5.34,-0.39000000000000057,0.040000000000000036
2023-04-01,Manitoba,61.19,5.33,44.56,573.9,50.0,1400.0,2023,4,2023-04,Post-Recovery,MB,61.17,5.34,0.01999999999999602,-0.009999999999999787
2023-05-01,Manitoba,61.14,5.09,44.37,573.5,47.7,1400.0,2023,5,2023-05,Post-Recovery,MB,61.17,5.34,-0.030000000000001137,-0.25
2023-06-01,Manitoba,60.9,5.25,44.32,571.2,49.2,1400.0,2023,6,2023-06,Post-Recovery,MB,61.17,5.34,-0.2700000000000031,-0.08999999999999986
2023-07-01,Manitoba,60.76,5.27,44.24,569.9,49.4,1400.0,2023,7,2023-07,Post-Recovery,MB,61.17,5.34,-0.4100000000000037,-0.07000000000000028
2023-08-01,Manitoba,60.95,5.16,44.3,571.7,48.4,1400.0,2023,8,2023-08,Post-Recovery,MB,61.17,5.34,-0.21999999999999886,-0.17999999999999972
2023-09-01,Manitoba,61.14,5.24,44.48,573.5,49.2,1400.0,2023,9,2023-09,Post-Recovery,MB,61.17,5.34,-0.030000000000001137,-0.09999999999999964
2023-10-01,Manitoba,60.93,5.32,44.38,571.5,49.9,1400.0,2023,10,2023-10,Post-Recovery,MB,61.17,5.34,-0.240000000000002,-0.019999999999999574
2023-11-01,Manitoba,60.78,5.26,44.25,570.2,49.4,1400.0,2023,11,2023-11,Post-Recovery,MB,61.17,5.34,-0.39000000000000057,-0.08000000000000007
2023-12-01,Manitoba,61.12,5.17,44.41,573.3,48.5,1400.0,2023,12,2023-12,Post-Recovery,MB,61.17,5.34,-0.05000000000000426,-0.16999999999999993
2024-01-01,Manitoba,61.07,5.07,44.31,572.8,47.6,1400.0,2024,1,2024-01,Post-Recovery,MB,61.17,5.34,-0.10000000000000142,-0.2699999999999996
2024-02-01,Manitoba,61.18,5.18,44.47,573.9,48.6,1400.0,2024,2,2024-02,Post-Recovery,MB,61.17,5.34,0.00999999999999801,-0.16000000000000014
2024-03-01,Manitoba,60.9,5.3,44.35,571.2,49.8,1400.0,2024,3,2024-03,Post-Recovery,MB,61.17,5.34,-0.2700000000000031,-0.040000000000000036
2024-04-01,Manitoba,60.86,5.06,44.17,570.9,47.5,1400.0,2024,4,2024-04,Post-Recovery,MB,61.17,5.34,-0.3100000000000023,-0.28000000000000025
2024-05-01,Manitoba,60.69,5.26,44.19,569.3,49.3,1400.0,2024,5,2024-05,Post-Recovery,MB,61.17,5.34,-0.480000000000004,-0.08000000000000007
2024-06-01,Manitoba,60.74,5.38,44.3,569.8,50.4,1400.0,2024,6,2024-06,Post-Recovery,MB,61.17,5.34,-0.4299999999999997,0.040000000000000036
2024-07-01,Manitoba,60.58,5.37,44.19,568.3,50.4,1400.0,2024,7,2024-07,Post-Recovery,MB,61.17,5.34,-0.5900000000000034,0.03000000000000025
2024-08-01,Manitoba,61.04,5.19,44.38,572.6,48.7,1400.0,2024,8,2024-08,Post-Recovery,MB,61.17,5.34,-0.13000000000000256,-0.14999999999999947
2024-09-01,Manitoba,60.89,5.24,44.31,571.2,49.1,1400.0,2024,9,2024-09,Post-Recovery,MB,61.17,5.34,-0.28000000000000114,-0.09999999999999964
2024-10-01,Manitoba,60.99,5.31,44.42,572.1,49.8,1400.0,2024,10,2024-10,Post-Recovery,MB,61.17,5.34,-0.17999999999999972,-0.03000000000000025
2024-11-01,Manitoba,61.02,5.22,44.38,572.4,48.9,1400.0,2024,11,2024-11,Post-Recovery,MB,61.17,5.34,-0.14999999999999858,-0.1200000000000001
2024-12-01,Manitoba,60.93,5.19,44.3,571.5,48.7,1400.0,2024,12,2024-12,Post-Recovery,MB,61.17,5.34,-0.240000000000002,-0.14999999999999947
2019-01-01,Saskatchewan,62.56,4.83,45.15,503.0,38.8,1200.0,2019,1,2019-01,Pre-COVID (2019),SK,62.54,4.92,0.020000000000003126,-0.08999999999999986
2019-02-01,Saskatchewan,62.23,5.07,45.09,500.3,40.8,1200.0,2019,2,2019-02,Pre-COVID (2019),SK,62.54,4.92,-0.3100000000000023,0.15000000000000036
2019-03-01,Saskatchewan,62.53,4.98,45.24,502.8,40.1,1200.0,2019,3,2019-03,Pre-COVID (2019),SK,62.54,4.92,-0.00999999999999801,0.0600000000000005
2019-04-01,Saskatchewan,62.5,5.03,45.25,502.5,40.5,1200.0,2019,4,2019-04,Pre-COVID (2019),SK,62.54,4.92,-0.03999999999999915,0.11000000000000032
2019-05-01,Saskatchewan,62.39,4.92,45.1,501.6,39.6,1200.0,2019,5,2019-05,Pre-COVID (2019),SK,62.54,4.92,-0.14999999999999858,0.0
2019-06-01,Saskatchewan,62.54,4.9,45.19,502.8,39.4,1200.0,2019,6,2019-06,Pre-COVID (2019),SK,62.54,4.92,0.0,-0.019999999999999574
2019-07-01,Saskatchewan,62.58,4.83,45.17,503.2,38.8,1200.0,2019,7,2019-07,Pre-COVID (2019),SK,62.54,4.92,0.03999999999999915,-0.08999999999999986
2019-08-01,Saskatchewan,62.71,5.05,45.39,504.2,40.6,1200.0,2019,8,2019-08,Pre-COVID (2019),SK,62.54,4.92,0.1700000000000017,0.1299999999999999
2019-09-01,Saskatchewan,62.55,5.1,45.33,502.9,41.0,1200.0,2019,9,2019-09,Pre-COVID (2019),SK,62.54,4.92,0.00999999999999801,0.17999999999999972
2019-10-01,Saskatchewan,62.83,5.1,45.52,505.2,41.0,1200.0,2019,10,2019-10,Pre-COVID (2019),SK,62.54,4.92,0.28999999999999915,0.17999999999999972
2019-11-01,Saskatchewan,62.13,4.87,44.89,499.5,39.2,1200.0,2019,11,2019-11,Pre-COVID (2019),SK,62.54,4.92,-0.4099999999999966,-0.04999999999999982
2019-12-01,Saskatchewan,62.38,5.0,45.14,501.5,40.2,1200.0,2019,12,2019-12,Pre-COVID (2019),SK,62.54,4.92,-0.1599999999999966,0.08000000000000007
2020-01-01,Saskatchewan,62.6,4.93,45.25,503.3,39.6,1200.0,2020,1,2020-01,Pre-COVID (2020),SK,62.54,4.92,0.060000000000002274,0.009999999999999787
2020-02-01,Saskatchewan,62.54,4.92,45.2,502.8,39.6,1200.0,2020,2,2020-02,Pre-COVID (2020),SK,62.54,4.92,0.0,0.0
2020-03-01,Saskatchewan,59.38,6.96,44.45,477.4,56.0,1200.0,2020,3,2020-03,COVID Shock,SK,62.54,4.92,-3.1599999999999966,2.04
2020-04-01,Saskatchewan,52.82,11.51,43.1,424.6,92.6,1200.0,2020,4,2020-04,COVID Shock,SK,62.54,4.92,-9.719999999999999,6.59
2020-05-01,Saskatchewan,55.8,9.66,43.86,448.7,77.6,1200.0,2020,5,2020-05,COVID Shock,SK,62.54,4.92,-6.740000000000002,4.74
2020-06-01,Saskatchewan,58.31,8.06,44.47,468.8,64.8,1200.0,2020,6,2020-06,COVID Shock,SK,62.54,4.92,-4.229999999999997,3.1400000000000006
2020-07-01,Saskatchewan,60.1,6.77,44.8,483.2,54.4,1200.0,2020,7,2020-07,Early Recovery,SK,62.54,4.92,-2.4399999999999977,1.8499999999999996
2020-08-01,Saskatchewan,60.63,6.26,44.82,487.5,50.3,1200.0,2020,8,2020-08,Early Recovery,SK,62.54,4.92,-1.9099999999999966,1.3399999999999999
2020-09-01,Saskatchewan,60.88,6.06,44.85,489.5,48.7,1200.0,2020,9,2020-09,Early Recovery,SK,62.54,4.92,-1.6599999999999966,1.1399999999999997
2020-10-01,Saskatchewan,61.71,5.9,45.3,496.2,47.4,1200.0,2020,10,2020-10,Early Recovery,SK,62.54,4.92,-0.8299999999999983,0.9800000000000004
2020-11-01,Saskatchewan,61.63,5.7,45.11,495.5,45.8,1200.0,2020,11,2020-11,Early Recovery,SK,62.54,4.92,-0.9099999999999966,0.7800000000000002
2020-12-01,Saskatchewan,61.59,5.81,45.16,495.2,46.7,1200.0,2020,12,2020-12,Early Recovery,SK,62.54,4.92,-0.9499999999999957,0.8899999999999997
2021-01-01,Saskatchewan,61.87,5.53,45.16,497.5,44.5,1200.0,2021,1,2021-01,Early Recovery,SK,62.54,4.92,-0.6700000000000017,0.6100000000000003
2021-02-01,Saskatchewan,62.14,5.29,45.18,499.6,42.6,1200.0,2021,2,2021-02,Early Recovery,SK,62.54,4.92,-0.3999999999999986,0.3700000000000001
2021-03-01,Saskatchewan,62.13,5.45,45.27,499.5,43.8,1200.0,2021,3,2021-03,Early Recovery,SK,62.54,4.92,-0.4099999999999966,0.5300000000000002
2021-04-01,Saskatchewan,62.12,5.19,45.1,499.5,41.8,1200.0,2021,4,2021-04,Early Recovery,SK,62.54,4.92,-0.4200000000000017,0.27000000000000046
2021-05-01,Saskatchewan,61.85,5.33,45.01,497.3,42.8,1200.0,2021,5,2021-05,Early Recovery,SK,62.54,4.92,-0.6899999999999977,0.41000000000000014
2021-06-01,Saskatchewan,61.99,5.41,45.16,498.4,43.5,1200.0,2021,6,2021-06,Early Recovery,SK,62.54,4.92,-0.5499999999999972,0.4900000000000002
2021-07-01,Saskatchewan,62.04,5.22,45.06,498.8,41.9,1200.0,2021,7,2021-07,Full Recovery,SK,62.54,4.92,-0.5,0.2999999999999998
2021-08-01,Saskatchewan,62.08,5.41,45.22,499.1,43.5,1200.0,2021,8,2021-08,Full Recovery,SK,62.54,4.92,-0.46000000000000085,0.4900000000000002
2021-09-01,Saskatchewan,62.11,5.46,45.27,499.4,43.9,1200.0,2021,9,2021-09,Full Recovery,SK,62.54,4.92,-0.4299999999999997,0.54
2021-10-01,Saskatchewan,62.17,5.4,45.27,499.8,43.4,1200.0,2021,10,2021-10,Full Recovery,SK,62.54,4.92,-0.36999999999999744,0.4800000000000004
2021-11-01,Saskatchewan,61.99,5.18,45.0,498.4,41.7,1200.0,2021,11,2021-11,Full Recovery,SK,62.54,4.92,-0.5499999999999972,0.2599999999999998
2021-12-01,Saskatchewan,62.19,5.3,45.22,500.0,42.6,1200.0,2021,12,2021-12,Full Recovery,SK,62.54,4.92,-0.3500000000000014,0.3799999999999999
2022-01-01,Saskatchewan,62.55,4.87,45.18,502.9,39.2,1200.0,2022,1,2022-01,Full Recovery,SK,62.54,4.92,0.00999999999999801,-0.04999999999999982
2022-02-01,Saskatchewan,62.28,5.11,45.15,500.8,41.0,1200.0,2022,2,2022-02,Full Recovery,SK,62.54,4.92,-0.259999999999998,0.1900000000000004
2022-03-01,Saskatchewan,62.49,5.07,45.27,502.4,40.7,1200.0,2022,3,2022-03,Full Recovery,SK,62.54,4.92,-0.04999999999999716,0.15000000000000036
2022-04-01,Saskatchewan,62.51,5.0,45.23,502.5,40.2,1200.0,2022,4,2022-04,Full Recovery,SK,62.54,4.92,-0.030000000000001137,0.08000000000000007
2022-05-01,Saskatchewan,62.69,4.95,45.32,504.0,39.8,1200.0,2022,5,2022-05,Full Recovery,SK,62.54,4.92,0.14999999999999858,0.03000000000000025
2022-06-01,Saskatchewan,62.52,4.95,45.21,502.7,39.8,1200.0,2022,6,2022-06,Full Recovery,SK,62.54,4.92,-0.01999999999999602,0.03000000000000025
2022-07-01,Saskatchewan,62.41,4.97,45.15,501.8,40.0,1200.0,2022,7,2022-07,Post-Recovery,SK,62.54,4.92,-0.13000000000000256,0.04999999999999982
2022-08-01,Saskatchewan,62.54,4.95,45.22,502.9,39.8,1200.0,2022,8,2022-08,Post-Recovery,SK,62.54,4.92,0.0,0.03000000000000025
2022-09-01,Saskatchewan,62.75,4.91,45.33,504.5,39.5,1200.0,2022,9,2022-09,Post-Recovery,SK,62.54,4.92,0.21000000000000085,-0.009999999999999787
2022-10-01,Saskatchewan,62.46,4.96,45.17,502.2,39.8,1200.0,2022,10,2022-10,Post-Recovery,SK,62.54,4.92,-0.0799999999999983,0.040000000000000036
2022-11-01,Saskatchewan,62.79,5.02,45.43,504.8,40.4,1200.0,2022,11,2022-11,Post-Recovery,SK,62.54,4.92,0.25,0.09999999999999964
2022-12-01,Saskatchewan,62.71,4.85,45.26,504.2,39.0,1200.0,2022,12,2022-12,Post-Recovery,SK,62.54,4.92,0.1700000000000017,-0.07000000000000028
2023-01-01,Saskatchewan,62.55,5.09,45.32,502.9,40.9,1200.0,2023,1,2023-01,Post-Recovery,SK,62.54,4.92,0.00999999999999801,0.16999999999999993
2023-02-01,Saskatchewan,62.52,5.11,45.31,502.6,41.1,1200.0,2023,2,2023-02,Post-Recovery,SK,62.54,4.92,-0.01999999999999602,0.1900000000000004
2023-03-01,Saskatchewan,62.4,5.14,45.25,501.7,41.3,1200.0,2023,3,2023-03,Post-Recovery,SK,62.54,4.92,-0.14000000000000057,0.21999999999999975
2023-04-01,Saskatchewan,62.96,4.96,45.51,506.2,39.9,1200.0,2023,4,2023-04,Post-Recovery,SK,62.54,4.92,0.4200000000000017,0.040000000000000036
2023-05-01,Saskatchewan,62.41,5.15,45.26,501.8,41.4,1200.0,2023,5,2023-05,Post-Recovery,SK,62.54,4.92,-0.13000000000000256,0.23000000000000043
2023-06-01,Saskatchewan,62.82,4.95,45.4,505.0,39.8,1200.0,2023,6,2023-06,Post-Recovery,SK,62.54,4.92,0.28000000000000114,0.03000000000000025
2023-07-01,Saskatchewan,62.42,4.97,45.15,501.8,40.0,1200.0,2023,7,2023-07,Post-Recovery,SK,62.54,4.92,-0.11999999999999744,0.04999999999999982
2023-08-01,Saskatchewan,62.23,4.91,44.98,500.3,39.5,1200.0,2023,8,2023-08,Post-Recovery,SK,62.54,4.92,-0.3100000000000023,-0.009999999999999787
2023-09-01,Saskatchewan,62.3,4.92,45.04,500.9,39.6,1200.0,2023,9,2023-09,Post-Recovery,SK,62.54,4.92,-0.240000000000002,0.0
2023-10-01,Saskatchewan,62.49,5.02,45.24,502.4,40.4,1200.0,2023,10,2023-10,Post-Recovery,SK,62.54,4.92,-0.04999999999999716,0.09999999999999964
2023-11-01,Saskatchewan,62.81,4.9,45.37,505.0,39.4,1200.0,2023,11,2023-11,Post-Recovery,SK,62.54,4.92,0.2700000000000031,-0.019999999999999574
2023-12-01,Saskatchewan,62.7,4.98,45.34,504.1,40.0,1200.0,2023,12,2023-12,Post-Recovery,SK,62.54,4.92,0.1600000000000037,0.0600000000000005
2024-01-01,Saskatchewan,62.49,5.07,45.26,502.4,40.7,1200.0,2024,1,2024-01,Post-Recovery,SK,62.54,4.92,-0.04999999999999716,0.15000000000000036
2024-02-01,Saskatchewan,62.28,5.04,45.1,500.7,40.5,1200.0,2024,2,2024-02,Post-Recovery,SK,62.54,4.92,-0.259999999999998,0.1200000000000001
2024-03-01,Saskatchewan,62.53,5.05,45.28,502.8,40.6,1200.0,2024,3,2024-03,Post-Recovery,SK,62.54,4.92,-0.00999999999999801,0.1299999999999999
2024-04-01,Saskatchewan,62.56,5.25,45.43,503.0,42.2,1200.0,2024,4,2024-04,Post-Recovery,SK,62.54,4.92,0.020000000000003126,0.33000000000000007
2024-05-01,Saskatchewan,62.37,4.95,45.1,501.5,39.8,1200.0,2024,5,2024-05,Post-Recovery,SK,62.54,4.92,-0.1700000000000017,0.03000000000000025
2024-06-01,Saskatchewan,62.38,4.94,45.1,501.5,39.8,1200.0,2024,6,2024-06,Post-Recovery,SK,62.54,4.92,-0.1599999999999966,0.020000000000000462
2024-07-01,Saskatchewan,62.37,5.12,45.22,501.5,41.2,1200.0,2024,7,2024-07,Post-Recovery,SK,62.54,4.92,-0.1700000000000017,0.20000000000000018
2024-08-01,Saskatchewan,62.78,4.94,45.38,504.8,39.7,1200.0,2024,8,2024-08,Post-Recovery,SK,62.54,4.92,0.240000000000002,0.020000000000000462
2024-09-01,Saskatchewan,62.33,5.05,45.15,501.2,40.6,1200.0,2024,9,2024-09,Post-Recovery,SK,62.54,4.92,-0.21000000000000085,0.1299999999999999
2024-10-01,Saskatchewan,62.39,5.06,45.19,501.6,40.7,1200.0,2024,10,2024-10,Post-Recovery,SK,62.54,4.92,-0.14999999999999858,0.13999999999999968
2024-11-01,Saskatchewan,62.54,4.85,45.15,502.8,39.0,1200.0,2024,11,2024-11,Post-Recovery,SK,62.54,4.92,0.0,-0.07000000000000028
2024-12-01,Saskatchewan,62.81,5.18,45.55,505.0,41.6,1200.0,2024,12,2024-12,Post-Recovery,SK,62.54,4.92,0.2700000000000031,0.2599999999999998
2019-01-01,Nova Scotia,56.68,7.16,42.77,368.3,46.5,970.0,2019,1,2019-01,Pre-COVID (2019),NS,56.96,7.25,-0.28000000000000114,-0.08999999999999986
2019-02-01,Nova Scotia,56.86,7.23,42.94,369.5,47.0,970.0,2019,2,2019-02,Pre-COVID (2019),NS,56.96,7.25,-0.10000000000000142,-0.019999999999999574
2019-03-01,Nova Scotia,56.93,7.4,43.1,370.0,48.1,970.0,2019,3,2019-03,Pre-COVID (2019),NS,56.96,7.25,-0.030000000000001137,0.15000000000000036
2019-04-01,Nova Scotia,56.76,7.12,42.8,368.9,46.3,970.0,2019,4,2019-04,Pre-COVID (2019),NS,56.96,7.25,-0.20000000000000284,-0.1299999999999999
2019-05-01,Nova Scotia,56.52,7.13,42.65,367.4,46.3,970.0,2019,5,2019-05,Pre-COVID (2019),NS,56.96,7.25,-0.4399999999999977,-0.1200000000000001
2019-06-01,Nova Scotia,56.79,7.38,43.0,369.1,48.0,970.0,2019,6,2019-06,Pre-COVID (2019),NS,56.96,7.25,-0.1700000000000017,0.1299999999999999
2019-07-01,Nova Scotia,56.7,7.22,42.83,368.5,46.9,970.0,2019,7,2019-07,Pre-COVID (2019),NS,56.96,7.25,-0.259999999999998,-0.03000000000000025
2019-08-01,Nova Scotia,56.8,7.32,42.96,369.1,47.6,970.0,2019,8,2019-08,Pre-COVID (2019),NS,56.96,7.25,-0.1600000000000037,0.07000000000000028
2019-09-01,Nova Scotia,57.31,7.15,43.18,372.4,46.4,970.0,2019,9,2019-09,Pre-COVID (2019),NS,56.96,7.25,0.3500000000000014,-0.09999999999999964
2019-10-01,Nova Scotia,56.7,7.3,42.88,368.5,47.5,970.0,2019,10,2019-10,Pre-COVID (2019),NS,56.96,7.25,-0.259999999999998,0.04999999999999982
2019-11-01,Nova Scotia,56.94,7.38,43.09,370.0,48.0,970.0,2019,11,2019-11,Pre-COVID (2019),NS,56.96,7.25,-0.020000000000003126,0.1299999999999999
2019-12-01,Nova Scotia,56.92,7.16,42.93,369.9,46.6,970.0,2019,12,2019-12,Pre-COVID (2019),NS,56.96,7.25,-0.03999999999999915,-0.08999999999999986
2020-01-01,Nova Scotia,56.92,7.31,43.03,369.9,47.5,970.0,2020,1,2020-01,Pre-COVID (2020),NS,56.96,7.25,-0.03999999999999915,0.05999999999999961
2020-02-01,Nova Scotia,56.96,7.25,43.02,370.2,47.1,970.0,2020,2,2020-02,Pre-COVID (2020),NS,56.96,7.25,0.0,0.0
2020-03-01,Nova Scotia,54.01,9.42,42.5,351.0,61.2,970.0,2020,3,2020-03,COVID Shock,NS,56.96,7.25,-2.950000000000003,2.17
2020-04-01,Nova Scotia,47.58,13.91,41.2,309.2,90.4,970.0,2020,4,2020-04,COVID Shock,NS,56.96,7.25,-9.380000000000003,6.66
2020-05-01,Nova Scotia,50.27,11.76,41.56,326.7,76.5,970.0,2020,5,2020-05,COVID Shock,NS,56.96,7.25,-6.689999999999998,4.51
2020-06-01,Nova Scotia,53.04,9.92,42.18,344.7,64.5,970.0,2020,6,2020-06,COVID Shock,NS,56.96,7.25,-3.9200000000000017,2.67
2020-07-01,Nova Scotia,54.37,8.91,42.4,353.4,57.9,970.0,2020,7,2020-07,Early Recovery,NS,56.96,7.25,-2.5900000000000034,1.6600000000000001
2020-08-01,Nova Scotia,55.11,8.52,42.63,358.1,55.4,970.0,2020,8,2020-08,Early Recovery,NS,56.96,7.25,-1.8500000000000014,1.2699999999999996
2020-09-01,Nova Scotia,55.34,8.25,42.61,359.6,53.6,970.0,2020,9,2020-09,Early Recovery,NS,56.96,7.25,-1.6199999999999974,1.0
2020-10-01,Nova Scotia,55.23,8.18,42.49,358.9,53.2,970.0,2020,10,2020-10,Early Recovery,NS,56.96,7.25,-1.730000000000004,0.9299999999999997
2020-11-01,Nova Scotia,55.83,8.19,42.89,362.8,53.2,970.0,2020,11,2020-11,Early Recovery,NS,56.96,7.25,-1.1300000000000026,0.9399999999999995
2020-12-01,Nova Scotia,55.84,7.85,42.67,362.9,51.0,970.0,2020,12,2020-12,Early Recovery,NS,56.96,7.25,-1.1199999999999974,0.5999999999999996
2021-01-01,Nova Scotia,56.35,7.71,42.92,366.2,50.1,970.0,2021,1,2021-01,Early Recovery,NS,56.96,7.25,-0.6099999999999994,0.45999999999999996
2021-02-01,Nova Scotia,56.28,7.58,42.79,365.8,49.2,970.0,2021,2,2021-02,Early Recovery,NS,56.96,7.25,-0.6799999999999997,0.33000000000000007
2021-03-01,Nova Scotia,56.42,7.57,42.87,366.7,49.2,970.0,2021,3,2021-03,Early Recovery,NS,56.96,7.25,-0.5399999999999991,0.3200000000000003
2021-04-01,Nova Scotia,56.21,7.57,42.73,365.3,49.2,970.0,2021,4,2021-04,Early Recovery,NS,56.96,7.25,-0.75,0.3200000000000003
2021-05-01,Nova Scotia,56.51,7.45,42.85,367.3,48.4,970.0,2021,5,2021-05,Early Recovery,NS,56.96,7.25,-0.45000000000000284,0.20000000000000018
2021-06-01,Nova Scotia,56.33,7.48,42.75,366.1,48.6,970.0,2021,6,2021-06,Early Recovery,NS,56.96,7.25,-0.6300000000000026,0.23000000000000043
2021-07-01,Nova Scotia,56.54,7.4,42.84,367.4,48.1,970.0,2021,7,2021-07,Full Recovery,NS,56.96,7.25,-0.4200000000000017,0.15000000000000036
2021-08-01,Nova Scotia,56.19,7.59,42.73,365.2,49.3,970.0,2021,8,2021-08,Full Recovery,NS,56.96,7.25,-0.7700000000000031,0.33999999999999986
2021-09-01,Nova Scotia,56.61,7.54,42.98,367.9,49.0,970.0,2021,9,2021-09,Full Recovery,NS,56.96,7.25,-0.3500000000000014,0.29000000000000004
2021-10-01,Nova Scotia,56.19,7.74,42.83,365.2,50.3,970.0,2021,10,2021-10,Full Recovery,NS,56.96,7.25,-0.7700000000000031,0.4900000000000002
2021-11-01,Nova Scotia,56.01,7.33,42.44,364.0,47.6,970.0,2021,11,2021-11,Full Recovery,NS,56.96,7.25,-0.9500000000000028,0.08000000000000007
2021-12-01,Nova Scotia,56.49,7.43,42.82,367.1,48.3,970.0,2021,12,2021-12,Full Recovery,NS,56.96,7.25,-0.46999999999999886,0.17999999999999972
2022-01-01,Nova Scotia,56.6,7.27,42.79,367.8,47.3,970.0,2022,1,2022-01,Full Recovery,NS,56.96,7.25,-0.35999999999999943,0.019999999999999574
2022-02-01,Nova Scotia,56.85,7.14,42.87,369.5,46.4,970.0,2022,2,2022-02,Full Recovery,NS,56.96,7.25,-0.10999999999999943,-0.11000000000000032
2022-03-01,Nova Scotia,56.54,7.29,42.77,367.5,47.4,970.0,2022,3,2022-03,Full Recovery,NS,56.96,7.25,-0.4200000000000017,0.040000000000000036
2022-04-01,Nova Scotia,56.93,7.19,42.96,370.0,46.7,970.0,2022,4,2022-04,Full Recovery,NS,56.96,7.25,-0.030000000000001137,-0.05999999999999961
2022-05-01,Nova Scotia,57.17,7.09,43.06,371.5,46.1,970.0,2022,5,2022-05,Full Recovery,NS,56.96,7.25,0.21000000000000085,-0.16000000000000014
2022-06-01,Nova Scotia,56.49,7.13,42.63,367.2,46.3,970.0,2022,6,2022-06,Full Recovery,NS,56.96,7.25,-0.46999999999999886,-0.1200000000000001
2022-07-01,Nova Scotia,56.79,7.22,42.89,369.1,47.0,970.0,2022,7,2022-07,Post-Recovery,NS,56.96,7.25,-0.1700000000000017,-0.03000000000000025
2022-08-01,Nova Scotia,56.75,7.24,42.87,368.8,47.0,970.0,2022,8,2022-08,Post-Recovery,NS,56.96,7.25,-0.21000000000000085,-0.009999999999999787
2022-09-01,Nova Scotia,56.55,7.34,42.81,367.5,47.7,970.0,2022,9,2022-09,Post-Recovery,NS,56.96,7.25,-0.4100000000000037,0.08999999999999986
2022-10-01,Nova Scotia,56.78,7.31,42.94,369.0,47.5,970.0,2022,10,2022-10,Post-Recovery,NS,56.96,7.25,-0.17999999999999972,0.05999999999999961
2022-11-01,Nova Scotia,56.87,7.25,42.96,369.6,47.1,970.0,2022,11,2022-11,Post-Recovery,NS,56.96,7.25,-0.09000000000000341,0.0
2022-12-01,Nova Scotia,56.91,7.24,42.99,369.9,47.1,970.0,2022,12,2022-12,Post-Recovery,NS,56.96,7.25,-0.05000000000000426,-0.009999999999999787
2023-01-01,Nova Scotia,56.93,7.33,43.06,370.0,47.7,970.0,2023,1,2023-01,Post-Recovery,NS,56.96,7.25,-0.030000000000001137,0.08000000000000007
2023-02-01,Nova Scotia,56.84,7.27,42.95,369.4,47.3,970.0,2023,2,2023-02,Post-Recovery,NS,56.96,7.25,-0.11999999999999744,0.019999999999999574
2023-03-01,Nova Scotia,56.78,7.34,42.96,369.0,47.7,970.0,2023,3,2023-03,Post-Recovery,NS,56.96,7.25,-0.17999999999999972,0.08999999999999986
